Township,Area_Raw,Area_Clean,Area_Key,State,State_Clean,Tenure,Type,Type_Clean,Primary_Type,Category,Median_Price,Median_PSF,Transactions
TAMAN MELATI FASA II,Jenjarom,JENJAROM,SELANGOR | JENJAROM,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,680000.0,419.0,22
TAMAN DESA PUTERI,Bahau,BAHAU,NEGERI SEMBILAN | BAHAU,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,300000.0,179.0,22
TAMAN SEJATI KEHIJAUAN,Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,1138000.0,582.0,22
USJ 4,Subang Jaya,SUBANG JAYA,SELANGOR | SUBANG JAYA,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,915000.0,499.0,22
TAMAN SAUJANA RAWANG,Rawang,RAWANG,SELANGOR | RAWANG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,521000.0,315.0,22
BEHRANG 2020 / TAMAN WAWASAN,Ulu Bernam,ULU BERNAM,PERAK | ULU BERNAM,Perak,PERAK,Freehold,Terrace House,Terrace House,Terrace House,Landed,252500.0,198.0,22
TAMAN MENTAKAB INDAH,Mentakab,MENTAKAB,PAHANG | MENTAKAB,Pahang,PAHANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,105500.0,101.0,22
AVIRA GARDEN TERRACES @ MEDINI,Iskandar Puteri (Nusajaya),ISKANDAR PUTERI (NUSAJAYA),JOHOR | ISKANDAR PUTERI (NUSAJAYA),Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,999000.0,569.0,22
TAMAN PUCHONG PERDANA,Puchong,PUCHONG,SELANGOR | PUCHONG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,375000.0,342.0,22
TAMAN PONTIAN PERDANA,Pontian,PONTIAN,JOHOR | PONTIAN,Johor,JOHOR,Freehold,Bungalow,Bungalow,Bungalow,Landed,541600.0,150.0,22
Bandar Baru Permas Jaya,Permas Jaya,PERMAS JAYA,JOHOR | PERMAS JAYA,Johor,JOHOR,Freehold,Flat,Flat,Flat,High-Rise,172500.0,232.0,22
Bandar Damai Perdana (Low Cost),Cheras,CHERAS,SELANGOR | CHERAS,Selangor,SELANGOR,Freehold,Condominium,Condominium,Condominium,High-Rise,457500.0,458.0,22
Prima Regency,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Freehold,Apartment,Apartment,Apartment,High-Rise,351500.0,332.0,22
Seri Semarak (Asia Heights),Ayer Itam,AYER ITAM,PENANG | AYER ITAM,Penang,PENANG,Freehold,Apartment,Apartment,Apartment,High-Rise,265000.0,425.0,22
Jadite Suites,Kajang,KAJANG,SELANGOR | KAJANG,Selangor,SELANGOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,688800.0,472.0,22
Cyberia Smart Homes,Cyberjaya,CYBERJAYA,SELANGOR | CYBERJAYA,Selangor,SELANGOR,Freehold,Condominium,Condominium,Condominium,High-Rise,250000.0,238.0,22
Casa Tiara Serviced Apartment,Subang Jaya,SUBANG JAYA,SELANGOR | SUBANG JAYA,Selangor,SELANGOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,416500.0,550.0,22
Danga View Apartment,Tampoi,TAMPOI,JOHOR | TAMPOI,Johor,JOHOR,Freehold,Apartment,Apartment,Apartment,High-Rise,420000.0,340.0,22
D'Ambience Residences (Pangsapuri Ikatan Flora),Permas Jaya,PERMAS JAYA,JOHOR | PERMAS JAYA,Johor,JOHOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,339000.0,396.0,22
Sri Lanang,Tebrau,TEBRAU,JOHOR | TEBRAU,Johor,JOHOR,Freehold,Flat,Flat,Flat,High-Rise,170000.0,226.0,22
Desa Permai Indah Flat,Sungai Dua,SUNGAI DUA,PENANG | SUNGAI DUA,Penang,PENANG,Leasehold,Flat,Flat,Flat,High-Rise,180000.0,328.0,22
The Heritage Residence,Seri Kembangan,SERI KEMBANGAN,SELANGOR | SERI KEMBANGAN,Selangor,SELANGOR,Leasehold,Service Residence,Service Residence,Service Residence,High-Rise,297500.0,379.0,22
TAMAN PELANGI,Semenyih,SEMENYIH,SELANGOR | SEMENYIH,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,450000.0,301.0,21
SETIA ECO GLADES,Cyberjaya,CYBERJAYA,SELANGOR | CYBERJAYA,Selangor,SELANGOR,Freehold,"Bungalow, Terrace House","Bungalow, Terrace House",Bungalow,Landed,1200000.0,513.0,21
JALAN JENDERAM-SALAK,Dengkil,DENGKIL,SELANGOR | DENGKIL,Selangor,SELANGOR,Freehold,Cluster House,Cluster House,Cluster House,Landed,1438800.0,616.0,21
"KEMUNING UTAMA, SEKSYEN 32",Shah Alam,SHAH ALAM,SELANGOR | SHAH ALAM,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,828000.0,501.0,21
TAMAN CHEPOR MUTIARA,Ipoh,IPOH,PERAK | IPOH,Perak,PERAK,Leasehold,"Terrace House, Cluster House","Cluster House, Terrace House",Cluster House,Landed,398000.0,235.0,21
TAMAN CASSIA CEMPAKA,Batu Kawan,BATU KAWAN,PENANG | BATU KAWAN,Penang,PENANG,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,625320.0,395.0,21
TAMAN EKOFLORA,Tebrau,TEBRAU,JOHOR | TEBRAU,Johor,JOHOR,Freehold,"Terrace House, Cluster House","Cluster House, Terrace House",Cluster House,Landed,960000.0,530.0,21
TAMAN SERULING EMAS,Sungai Jawi,SUNGAI JAWI,PENANG | SUNGAI JAWI,Penang,PENANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,325000.0,195.0,21
TAMAN BANDAR SENAWANG,Senawang,SENAWANG,NEGERI SEMBILAN | SENAWANG,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,440000.0,246.0,21
TUNAS MAHKOTA,Kuantan,KUANTAN,PAHANG | KUANTAN,Pahang,PAHANG,Mixed,Terrace House,Terrace House,Terrace House,Landed,195000.0,160.0,21
TAMAN DESA BUKIT PERMATA,Kapar,KAPAR,SELANGOR | KAPAR,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,460000.0,191.0,21
TAMAN RAJA MUDA MUSA II,Sitiawan,SITIAWAN,PERAK | SITIAWAN,Perak,PERAK,Freehold,Terrace House,Terrace House,Terrace House,Landed,288800.0,180.0,21
TAMAN PUTRA PERDANA,Puchong,PUCHONG,SELANGOR | PUCHONG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,450000.0,286.0,21
DESA LAHAT SRI -WANG,Lahat,LAHAT,PERAK | LAHAT,Perak,PERAK,Leasehold,Terrace House,Terrace House,Terrace House,Landed,318880.0,267.0,21
TAMAN SAGA,Kulim,KULIM,KEDAH | KULIM,Kedah,KEDAH,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,269500.0,166.0,21
KUALA BESUT,Besut,BESUT,TERENGGANU | BESUT,Terengganu,TERENGGANU,Freehold,"Terrace House, Bungalow, Semi D","Bungalow, Semi D, Terrace House",Bungalow,Landed,335000.0,190.0,21
TAMAN BUKIT KEPAYANG,Bukit Kepayang,BUKIT KEPAYANG,NEGERI SEMBILAN | BUKIT KEPAYANG,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,380000.0,231.0,21
KAMPUNG PADANG 1,Kuantan,KUANTAN,PAHANG | KUANTAN,Pahang,PAHANG,Leasehold,Terrace House,Terrace House,Terrace House,Landed,170000.0,153.0,21
TAMAN PINJI MEWAH,Ipoh,IPOH,PERAK | IPOH,Perak,PERAK,Leasehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,285000.0,171.0,21
TAMAN SEJAHTERA (SPT),Bukit Mertajam,BUKIT MERTAJAM,PENANG | BUKIT MERTAJAM,Penang,PENANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,350000.0,297.0,21
KEPONG GARDEN,Kepong,KEPONG,KUALA LUMPUR | KEPONG,Kuala Lumpur,KUALA LUMPUR,Freehold,Terrace House,Terrace House,Terrace House,Landed,780000.0,434.0,21
TAMAN SETAPAK (SETAPAK GARDEN),Setapak,SETAPAK,KUALA LUMPUR | SETAPAK,Kuala Lumpur,KUALA LUMPUR,Freehold,Terrace House,Terrace House,Terrace House,Landed,600000.0,341.0,21
WANGSA MELAWATI,Wangsa Maju,WANGSA MAJU,KUALA LUMPUR | WANGSA MAJU,Kuala Lumpur,KUALA LUMPUR,Freehold,Terrace House,Terrace House,Terrace House,Landed,720000.0,578.0,21
TAMAN DESA JAYA,Kepong,KEPONG,SELANGOR | KEPONG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,500000.0,349.0,21
SEKSYEN 5,Petaling Jaya,PETALING JAYA,SELANGOR | PETALING JAYA,Selangor,SELANGOR,Mixed,"Bungalow, Terrace House","Bungalow, Terrace House",Bungalow,Landed,1700000.0,339.0,21
TAMAN KLEBANG MUTIARA,Ipoh,IPOH,PERAK | IPOH,Perak,PERAK,Leasehold,Terrace House,Terrace House,Terrace House,Landed,300000.0,214.0,21
BANDAR SEGAMAT BARU,Segamat,SEGAMAT,JOHOR | SEGAMAT,Johor,JOHOR,Freehold,"Bungalow, Terrace House","Bungalow, Terrace House",Bungalow,Landed,220000.0,125.0,21
TAMAN BERSATU (BATAS PAIP),Kuala Kedah,KUALA KEDAH,KEDAH | KUALA KEDAH,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,200000.0,229.0,21
TAMAN LUMUT MEWAH 2,Lumut,LUMUT,PERAK | LUMUT,Perak,PERAK,Freehold,Terrace House,Terrace House,Terrace House,Landed,418800.0,263.0,21
BANDAR SIERRA PUCHONG,Puchong,PUCHONG,SELANGOR | PUCHONG,Selangor,SELANGOR,Leasehold,"Town House, Terrace House","Terrace House, Town House",Terrace House,Landed,1260000.0,571.0,21
RAZAKI,Ipoh,IPOH,PERAK | IPOH,Perak,PERAK,Leasehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,255000.0,157.0,21
TAMAN SERI MENGKUANG,Kuala Selangor,KUALA SELANGOR,SELANGOR | KUALA SELANGOR,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,342500.0,222.0,21
TAMAN RAMBAI UTAMA,Tanjong Minyak,TANJONG MINYAK,MELAKA | TANJONG MINYAK,Melaka,MELAKA,Freehold,Terrace House,Terrace House,Terrace House,Landed,240000.0,200.0,21
"TAMAN PELANGI INDAH, SITIAWAN",Sitiawan,SITIAWAN,PERAK | SITIAWAN,Perak,PERAK,Freehold,Semi D,Semi D,Semi D,Landed,480000.0,166.0,21
Bayu Puteri 2,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,310000.0,343.0,21
Straits View Condominium,Permas Jaya,PERMAS JAYA,JOHOR | PERMAS JAYA,Johor,JOHOR,Freehold,Condominium,Condominium,Condominium,High-Rise,495000.0,304.0,21
Taman Mount Austin,Tebrau,TEBRAU,JOHOR | TEBRAU,Johor,JOHOR,Freehold,Flat,Flat,Flat,High-Rise,250000.0,438.0,21
PD Perdana,Port Dickson,PORT DICKSON,NEGERI SEMBILAN | PORT DICKSON,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Apartment,Apartment,Apartment,High-Rise,95000.0,126.0,21
Seksyen 4 Wangsa Maju Flat,Wangsa Maju,WANGSA MAJU,KUALA LUMPUR | WANGSA MAJU,Kuala Lumpur,KUALA LUMPUR,Leasehold,Flat,Flat,Flat,High-Rise,210000.0,398.0,21
Bayu Puteri 3,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,350000.0,372.0,21
Seri Maya Condominium,Ulu Klang,ULU KLANG,SELANGOR | ULU KLANG,Selangor,SELANGOR,Freehold,Condominium,Condominium,Condominium,High-Rise,530000.0,413.0,21
Maxim Citylights @ Sentul Kl,Sentul,SENTUL,KUALA LUMPUR | SENTUL,Kuala Lumpur,KUALA LUMPUR,Leasehold,Service Residence,Service Residence,Service Residence,High-Rise,365000.0,371.0,21
Bistari Impian Apartment,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,360000.0,335.0,21
Axis Residence @ Axis Pandan,Ampang,AMPANG,SELANGOR | AMPANG,Selangor,SELANGOR,Leasehold,Service Residence,Service Residence,Service Residence,High-Rise,330000.0,352.0,21
Taman Seri Janggus,Bukit Mertajam,BUKIT MERTAJAM,PENANG | BUKIT MERTAJAM,Penang,PENANG,Freehold,Flat,Flat,Flat,High-Rise,120000.0,186.0,21
One Foresta,Bayan Lepas,BAYAN LEPAS,PENANG | BAYAN LEPAS,Penang,PENANG,Freehold,Condominium,Condominium,Condominium,High-Rise,450000.0,492.0,21
TAMAN PAKATAN JAYA,Tambun,TAMBUN,PERAK | TAMBUN,Perak,PERAK,Leasehold,Terrace House,Terrace House,Terrace House,Landed,302500.0,245.0,20
SS23 TAMAN SEA,Petaling Jaya,PETALING JAYA,SELANGOR | PETALING JAYA,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,1372500.0,797.0,20
"KEMUNING UTAMA, SEKSYEN 33",Shah Alam,SHAH ALAM,SELANGOR | SHAH ALAM,Selangor,SELANGOR,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,909000.0,465.0,20
TAMAN AKASIA (ACACIA HEIGHTS),Kluang,KLUANG,JOHOR | KLUANG,Johor,JOHOR,Freehold,"Cluster House, Semi D","Semi D, Cluster House",Semi D,Landed,610500.0,208.0,20
TAMAN PUNCAK HARMONI,Kuala Kangsar,KUALA KANGSAR,PERAK | KUALA KANGSAR,Perak,PERAK,Freehold,Terrace House,Terrace House,Terrace House,Landed,318000.0,196.0,20
QUEENSBURY @ MAHKOTA HILLS,Lenggeng,LENGGENG,NEGERI SEMBILAN | LENGGENG,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,529500.0,373.0,20
BB SETIA AWAN PERDANA RESIDEN 7,Sitiawan,SITIAWAN,PERAK | SITIAWAN,Perak,PERAK,Freehold,Cluster House,Cluster House,Cluster House,Landed,248000.0,129.0,20
TAMAN DAIMAN JAYA,Kota Tinggi,KOTA TINGGI,JOHOR | KOTA TINGGI,Johor,JOHOR,Freehold,Cluster House,Cluster House,Cluster House,Landed,776900.0,320.0,20
POLO PARK,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Freehold,Town House,Town House,Town House,Landed,320000.0,272.0,20
PERKAMPUNGAN CENDERAWASIH,Kuantan,KUANTAN,PAHANG | KUANTAN,Pahang,PAHANG,Leasehold,Terrace House,Terrace House,Terrace House,Landed,205000.0,217.0,20
BANDAR BARU TANGKAK,Tangkak,TANGKAK,JOHOR | TANGKAK,Johor,JOHOR,Freehold,"Terrace House, Cluster House","Cluster House, Terrace House",Cluster House,Landed,288800.0,107.0,20
TAMAN ZAMRUD,Parit Buntar,PARIT BUNTAR,PERAK | PARIT BUNTAR,Perak,PERAK,Mixed,Terrace House,Terrace House,Terrace House,Landed,366075.0,191.0,20
TAMAN HIJRAH,Kapar,KAPAR,SELANGOR | KAPAR,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,450000.0,355.0,20
TAMAN SEMARANG INTAN,Dengkil,DENGKIL,SELANGOR | DENGKIL,Selangor,SELANGOR,Mixed,Terrace House,Terrace House,Terrace House,Landed,669600.0,321.0,20
TAMAN LIMBONGAN PERMAI,Klebang,KLEBANG,MELAKA | KLEBANG,Melaka,MELAKA,Freehold,Terrace House,Terrace House,Terrace House,Landed,289000.0,187.0,20
BANDAR SRI PUTRA,Bangi,BANGI,SELANGOR | BANGI,Selangor,SELANGOR,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,615000.0,335.0,20
TROPICANA DANGA COVE,Masai,MASAI,JOHOR | MASAI,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,767500.0,501.0,20
PANORAMA LAPANGAN SAUJANA (GREEN PARK),Ipoh,IPOH,PERAK | IPOH,Perak,PERAK,Leasehold,Cluster House,Cluster House,Cluster House,Landed,638800.0,236.0,20
TAMAN GEMBIRA,Tampoi,TAMPOI,JOHOR | TAMPOI,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,432500.0,283.0,20
TAMAN SERI BAYU,Sungai Petani,SUNGAI PETANI,KEDAH | SUNGAI PETANI,Kedah,KEDAH,Freehold,Terrace House,Terrace House,Terrace House,Landed,200000.0,164.0,20
TAMAN IPOH SELATAN,Ipoh,IPOH,PERAK | IPOH,Perak,PERAK,Freehold,Terrace House,Terrace House,Terrace House,Landed,397500.0,203.0,20
TAMAN TANGKAK JAYA - TR 381,Tangkak,TANGKAK,JOHOR | TANGKAK,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,287500.0,184.0,20
BANDAR HILLPARK,Bandar Puncak Alam,BANDAR PUNCAK ALAM,SELANGOR | BANDAR PUNCAK ALAM,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,560000.0,341.0,20
TAMU HILL PARK,Batang Kali,BATANG KALI,SELANGOR | BATANG KALI,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,400000.0,244.0,20
TAMAN MUNSYI IBRAHIM,Tampoi,TAMPOI,JOHOR | TAMPOI,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,375000.0,406.0,20
TAMAN MERDEKA,Batu Berendam,BATU BERENDAM,MELAKA | BATU BERENDAM,Melaka,MELAKA,Leasehold,"Terrace House, Town House","Terrace House, Town House",Terrace House,Landed,326500.0,182.0,20
SETIA ECO CASCADIA,Tebrau,TEBRAU,JOHOR | TEBRAU,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,814300.0,462.0,20
D'Putra Suites,Senai,SENAI,JOHOR | SENAI,Johor,JOHOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,528900.0,520.0,20
M Condominium @ Larkin,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Leasehold,Condominium,Condominium,Condominium,High-Rise,485000.0,439.0,20
Kuchai Avenue,Kuchai Lama,KUCHAI LAMA,KUALA LUMPUR | KUCHAI LAMA,Kuala Lumpur,KUALA LUMPUR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,580000.0,626.0,20
Paragon Residences @ Straits View,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,942450.0,611.0,20
Desa Satu,Kepong,KEPONG,SELANGOR | KEPONG,Selangor,SELANGOR,Freehold,Flat,Flat,Flat,High-Rise,166500.0,253.0,20
Taman Tun Hussein Onn,Perai,PERAI,PENANG | PERAI,Penang,PENANG,Freehold,Flat,Flat,Flat,High-Rise,110000.0,195.0,20
Sri Panglima,Johor Bahru,JOHOR BAHRU,JOHOR | JOHOR BAHRU,Johor,JOHOR,Leasehold,Apartment,Apartment,Apartment,High-Rise,240000.0,265.0,20
Desa Impiana,Puchong,PUCHONG,SELANGOR | PUCHONG,Selangor,SELANGOR,Freehold,Condominium,Condominium,Condominium,High-Rise,400000.0,340.0,20
Samudera 1,Seri Manjong,SERI MANJONG,PERAK | SERI MANJONG,Perak,PERAK,Freehold,Apartment,Apartment,Apartment,High-Rise,223300.0,239.0,20
Laguna Condo Resort,Port Dickson,PORT DICKSON,NEGERI SEMBILAN | PORT DICKSON,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Condominium,Condominium,Condominium,High-Rise,95000.0,117.0,20
Ridzuan Condominium,Bandar Sunway,BANDAR SUNWAY,SELANGOR | BANDAR SUNWAY,Selangor,SELANGOR,Leasehold,Condominium,Condominium,Condominium,High-Rise,500000.0,420.0,20
Costa Mahkota,Melaka City,MELAKA CITY,MELAKA | MELAKA CITY,Melaka,MELAKA,Leasehold,Apartment,Apartment,Apartment,High-Rise,204500.0,336.0,20
Subang Perdana Goodyear Court 7,Subang Jaya,SUBANG JAYA,SELANGOR | SUBANG JAYA,Selangor,SELANGOR,Freehold,Apartment,Apartment,Apartment,High-Rise,376500.0,393.0,20
Suria Kipark Damansara,Kepong,KEPONG,SELANGOR | KEPONG,Selangor,SELANGOR,Freehold,Apartment,Apartment,Apartment,High-Rise,445000.0,454.0,20
Jade View,Gelugor,GELUGOR,PENANG | GELUGOR,Penang,PENANG,Freehold,Apartment,Apartment,Apartment,High-Rise,293500.0,426.0,20
Apartment Sri Rakyat,Bukit Jalil,BUKIT JALIL,KUALA LUMPUR | BUKIT JALIL,Kuala Lumpur,KUALA LUMPUR,Freehold,Apartment,Apartment,Apartment,High-Rise,235000.0,352.0,20
Rhythm Avenue,Subang Jaya,SUBANG JAYA,SELANGOR | SUBANG JAYA,Selangor,SELANGOR,Freehold,Service Residence,Service Residence,Service Residence,High-Rise,290000.0,378.0,20
TAMAN SOGA,Batu Pahat,BATU PAHAT,JOHOR | BATU PAHAT,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,330000.0,208.0,19
TAMAN WANGSA PERMAI,Kepong,KEPONG,SELANGOR | KEPONG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,737000.0,488.0,19
GARDEN HOMES @ SEREMBAN 2,Seremban 2,SEREMBAN 2,NEGERI SEMBILAN | SEREMBAN 2,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,370000.0,220.0,19
ATABARA RESIDENCE FASA 8 (PL 76003),Kuantan,KUANTAN,PAHANG | KUANTAN,Pahang,PAHANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,325000.0,163.0,19
HUTAN MELINTANG RESIDENCE,Hutan Melintang,HUTAN MELINTANG,PERAK | HUTAN MELINTANG,Perak,PERAK,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,438800.0,136.0,19
TAMAN KOTA PERMAI,Bukit Mertajam,BUKIT MERTAJAM,PENANG | BUKIT MERTAJAM,Penang,PENANG,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,470000.0,300.0,19
BANDAR BARU SUNGAI BULOH,Sungai Buloh,SUNGAI BULOH,SELANGOR | SUNGAI BULOH,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,440000.0,315.0,19
TAMAN JOHOR,Tampoi,TAMPOI,JOHOR | TAMPOI,Johor,JOHOR,Freehold,"Terrace House, Bungalow","Bungalow, Terrace House",Bungalow,Landed,500000.0,259.0,19
BANGSAR BARU,Bangsar,BANGSAR,KUALA LUMPUR | BANGSAR,Kuala Lumpur,KUALA LUMPUR,Freehold,"Terrace House, Bungalow","Bungalow, Terrace House",Bungalow,Landed,1710000.0,814.0,19
TAMAN SERAI PERDANA,Bagan Serai,BAGAN SERAI,PERAK | BAGAN SERAI,Perak,PERAK,Freehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,263800.0,169.0,19
TAMAN PERMAI UTAMA,Gurun,GURUN,KEDAH | GURUN,Kedah,KEDAH,Freehold,"Semi D, Terrace House","Semi D, Terrace House",Semi D,Landed,220000.0,154.0,19
TAMAN SERI KERUBUNG,Krubong,KRUBONG,MELAKA | KRUBONG,Melaka,MELAKA,Freehold,Terrace House,Terrace House,Terrace House,Landed,240000.0,197.0,19
KENYALANG PARK,Kuching,KUCHING,SARAWAK | KUCHING,Sarawak,SARAWAK,Leasehold,"Terrace House, Bungalow","Bungalow, Terrace House",Bungalow,Landed,420000.0,220.0,19
CENTRAL CITY,Kota Samarahan,KOTA SAMARAHAN,SARAWAK | KOTA SAMARAHAN,Sarawak,SARAWAK,Freehold,Terrace House,Terrace House,Terrace House,Landed,350000.0,205.0,19
BUKIT RIMAU,Klang,KLANG,SELANGOR | KLANG,Selangor,SELANGOR,Freehold,"Terrace House, Semi D, Bungalow","Bungalow, Semi D, Terrace House",Bungalow,Landed,960000.0,410.0,19
TAMAN BAHAU,Bahau,BAHAU,NEGERI SEMBILAN | BAHAU,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,183000.0,155.0,19
TAMAN NESA,Skudai,SKUDAI,JOHOR | SKUDAI,Johor,JOHOR,Mixed,Terrace House,Terrace House,Terrace House,Landed,380000.0,292.0,19
TAMAN KRUBONG PERDANA,Krubong,KRUBONG,MELAKA | KRUBONG,Melaka,MELAKA,Freehold,"Bungalow, Terrace House","Bungalow, Terrace House",Bungalow,Landed,443800.0,317.0,19
SETIA INDAH 9,Setia Alam,SETIA ALAM,SELANGOR | SETIA ALAM,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,1050000.0,608.0,19
TAMAN BUKIT SENDAYAN,Bandar Sri Sendayan,BANDAR SRI SENDAYAN,NEGERI SEMBILAN | BANDAR SRI SENDAYAN,Negeri Sembilan,NEGERI SEMBILAN,Leasehold,Terrace House,Terrace House,Terrace House,Landed,250000.0,192.0,19
TAMAN SENAI UTAMA,Kulai,KULAI,JOHOR | KULAI,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,420000.0,260.0,19
TAMAN MEGAH JAYA,Tawau,TAWAU,SABAH | TAWAU,Sabah,SABAH,Leasehold,"Terrace House, Semi D","Semi D, Terrace House",Semi D,Landed,400000.0,220.0,19
TAMAN DESA PALMA,Tebrau,TEBRAU,JOHOR | TEBRAU,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,577150.0,372.0,19
TAMAN CHAI LENG,Perai,PERAI,PENANG | PERAI,Penang,PENANG,Freehold,Terrace House,Terrace House,Terrace House,Landed,490000.0,265.0,19
TAMAN SELAYANG JAYA,Selayang,SELAYANG,SELANGOR | SELAYANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,680000.0,551.0,19
TAMAN ANGGUN,Rawang,RAWANG,SELANGOR | RAWANG,Selangor,SELANGOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,837000.0,409.0,19
TAMAN SERI AMAN,Masjid Tanah,MASJID TANAH,MELAKA | MASJID TANAH,Melaka,MELAKA,Freehold,Terrace House,Terrace House,Terrace House,Landed,200000.0,142.0,19
TAMAN KLUANG INDAH,Kluang,KLUANG,JOHOR | KLUANG,Johor,JOHOR,Freehold,Terrace House,Terrace House,Terrace House,Landed,250000.0,209.0,19
TAMAN SRI MAWAR I,Seremban,SEREMBAN,NEGERI SEMBILAN | SEREMBAN,Negeri Sembilan,NEGERI SEMBILAN,Freehold,Terrace House,Terrace House,Terrace House,Landed,250000.0,182.0,19
TAMAN SAUJANA INDAH,Bukit Katil,BUKIT KATIL,MELAKA | BUKIT KATIL,Melaka,MELAKA,Freehold,"Terrace House, Semi D, Town House","Semi D, Terrace House, Town House",Semi D,Landed,315000.0,194.0,19
TAMAN MUDA,Ampang,AMPANG,SELANGOR | AMPANG,Selangor,SELANGOR,Leasehold,Terrace House,Terrace House,Terrace House,Landed,500000.0,590.0,19
